,show_number,air_date,round,category_title,value,data_q,data_a,classes,combined,filtered_sentence
89,5957,7/6/2010,Double Jeopardy!,SEE & SAY,$400 ,"""Say the name of <a href=""""http://www.j-archive.com/media/2010-07-06_DJ_26.jpg"""" target=""""_blank"""">this</a> type of mollusk you see""",an octopus,nature,"""SEE & SAY Say the name of <a href=""""http://www.j-archive.com/media/2010-07-06_DJ_26.jpg"""" target=""""_blank"""">this</a> type of mollusk you see an octopus""","""see & say say name <a href=""""http://www.j-archive.com/media/2010-07-06_dj_26.jpg"""" target=""""_blank"""">this</a> type mollusk see octopus"""
90,5957,7/6/2010,Double Jeopardy!,NEWS TO ME,$400 ,"A 7.0 magnitude earthquake in this Caribbean country Jan. 12, 2010 brought a world outpouring of aid",Haiti,geography,"NEWS TO ME A 7.0 magnitude earthquake in this Caribbean country Jan. 12, 2010 brought a world outpouring of aid Haiti","news 7.0 magnitude earthquake caribbean country jan. 12, 2010 brought world outpouring aid haiti"
91,5957,7/6/2010,Double Jeopardy!,IN THE DICTIONARY,$400 ,It's the 4-letter name of the pleated skirt worn by men in Scotland,a kilt,culture,IN THE DICTIONARY It's the 4-letter name of the pleated skirt worn by men in Scotland a kilt,dictionary 4-letter name pleated skirt worn men scotland kilt
92,5957,7/6/2010,Double Jeopardy!,SCIENCE CLASS,$800 ,"During this plant process, carbon dioxide & water combine with light energy to create oxygen & glucose",photosynthesis,science,"SCIENCE CLASS During this plant process, carbon dioxide & water combine with light energy to create oxygen & glucose photosynthesis","science class plant process, carbon dioxide & water combine light energy create oxygen & glucose photosynthesis"
93,5957,7/6/2010,Double Jeopardy!,KIDS IN SPORTS,$800 ,The perfect waves of New Zealand's Piha Beach were the site for the 2010 World Junior Championships of this,surfing,sports,KIDS IN SPORTS The perfect waves of New Zealand's Piha Beach were the site for the 2010 World Junior Championships of this surfing,kids sports perfect waves new zealand's piha beach site 2010 world junior championships surfing
94,5957,7/6/2010,Double Jeopardy!,JUST THE FACTS,$800 ,"""This city, the seat of Clark County, Nevada, has been called """"the entertainment capital of the world""""""",Las Vegas,geography,"""JUST THE FACTS This city, the seat of Clark County, Nevada, has been called """"the entertainment capital of the world"""" Las Vegas""","""just facts city, seat clark county, nevada, called """"the entertainment capital world"""" las vegas"""
95,5957,7/6/2010,Double Jeopardy!,SEE & SAY,$800 ,"""Say <a href=""""http://www.j-archive.com/media/2010-07-06_DJ_27.jpg"""" target=""""_blank"""">this</a> state that was admitted to the Union in 1859""",Oregon,geography,"""SEE & SAY Say <a href=""""http://www.j-archive.com/media/2010-07-06_DJ_27.jpg"""" target=""""_blank"""">this</a> state that was admitted to the Union in 1859 Oregon""","""see & say say <a href=""""http://www.j-archive.com/media/2010-07-06_dj_27.jpg"""" target=""""_blank"""">this</a> state admitted union 1859 oregon"""
96,5957,7/6/2010,Double Jeopardy!,NEWS TO ME,$800 ,This car company has been in the news for widespread recalls of its Corollas & other models,Toyota,organizations,NEWS TO ME This car company has been in the news for widespread recalls of its Corollas & other models Toyota,news car company news widespread recalls corollas & models toyota
97,5957,7/6/2010,Double Jeopardy!,IN THE DICTIONARY,$800 ,"""As an adjective, it can mean proper; as a verb, """"to grade papers""""""",correct,language,"""IN THE DICTIONARY As an adjective, it can mean proper; as a verb, """"to grade papers"""" correct""","""in dictionary adjective, mean proper; verb, """"to grade papers"""" correct"""
98,5957,7/6/2010,Double Jeopardy!,SCIENCE CLASS,"$1,200 ",The wedge is an adaptation of the simple machine called the inclined this,plane,language,SCIENCE CLASS The wedge is an adaptation of the simple machine called the inclined this plane,science class wedge adaptation simple machine called inclined plane
99,5957,7/6/2010,Double Jeopardy!,KIDS IN SPORTS,"$1,200 ","With a mighty leap of 5'1"""," David Mosely set the U.S. 10 & under record in this event back in 1977""",the high jump,sports,sports
100,5957,7/6/2010,Double Jeopardy!,JUST THE FACTS,"$1,200 ","""<a href=""""http://www.j-archive.com/media/2010-07-06_DJ_14.jpg"""" target=""""_blank"""">This dog breed seen here</a> is a loyal and protective companion""",a German Shepherd,miscellaneous,"""JUST THE FACTS <a href=""""http://www.j-archive.com/media/2010-07-06_DJ_14.jpg"""" target=""""_blank"""">This dog breed seen here</a> is a loyal and protective companion a German Shepherd""","""just facts <a href=""""http://www.j-archive.com/media/2010-07-06_dj_14.jpg"""" target=""""_blank"""">this dog breed seen here</a> loyal protective companion german shepherd"""
101,5957,7/6/2010,Double Jeopardy!,SEE & SAY,"$1,200 ","""Say the name of <a href=""""http://www.j-archive.com/media/2010-07-06_DJ_28.jpg"""" target=""""_blank"""">this</a> bug; don't worry"," it doesn't breathe fire""",the dragonfly,nature,nature
102,5957,7/6/2010,Double Jeopardy!,NEWS TO ME,"$1,200 ","""(<a href=""""http://www.j-archive.com/media/2010-07-06_DJ_21.wmv"""">Jimmy of the Clue Crew demonstrates", putting his arm over his mouth.</a>) To avoid spreading germs & maybe flu," we learned the sneeze named for this character made famous in an 1897 book""",Dracula,dracula
103,5957,7/6/2010,Double Jeopardy!,IN THE DICTIONARY,"$1,200 ",Maize is another word for this,corn,language,IN THE DICTIONARY Maize is another word for this corn,dictionary maize another word corn
104,5957,7/6/2010,Double Jeopardy!,SCIENCE CLASS,"$5,000 ","Of the 6 noble gases on the periodic table, it is the lightest",helium,science,"SCIENCE CLASS Of the 6 noble gases on the periodic table, it is the lightest helium","science class 6 noble gases periodic table, lightest helium"
105,5957,7/6/2010,Double Jeopardy!,KIDS IN SPORTS,"$1,600 ",11-year-old Ashlyn White won a 2009 U.S. youth title in this martial art in which you try to throw your opponent,judo,sports,KIDS IN SPORTS 11-year-old Ashlyn White won a 2009 U.S. youth title in this martial art in which you try to throw your opponent judo,kids sports 11-year-old ashlyn white won 2009 u.s. youth title martial art try throw opponent judo
106,5957,7/6/2010,Double Jeopardy!,JUST THE FACTS,"$1,600 ","In 1751 the Penn Provincial Assembly placed the order for this symbol of freedom, now in Philadelphia",the Liberty Bell,history,"JUST THE FACTS In 1751 the Penn Provincial Assembly placed the order for this symbol of freedom, now in Philadelphia the Liberty Bell","facts 1751 penn provincial assembly placed order symbol freedom, philadelphia liberty bell"
107,5957,7/6/2010,Double Jeopardy!,SEE & SAY,"$1,600 ","""Say the name of <a href=""""http://www.j-archive.com/media/2010-07-06_DJ_29.jpg"""" target=""""_blank"""">these</a> big trees; it has a color in it""",redwood,nature,"""SEE & SAY Say the name of <a href=""""http://www.j-archive.com/media/2010-07-06_DJ_29.jpg"""" target=""""_blank"""">these</a> big trees; it has a color in it redwood""","""see & say say name <a href=""""http://www.j-archive.com/media/2010-07-06_dj_29.jpg"""" target=""""_blank"""">these</a> big trees; color redwood"""
108,5957,7/6/2010,Double Jeopardy!,NEWS TO ME,"$1,600 ","In a surprise, Ted Kennedy's old Senate seat in this state went to a Republican in a January 2010 election",Massachusetts,history,"NEWS TO ME In a surprise, Ted Kennedy's old Senate seat in this state went to a Republican in a January 2010 election Massachusetts","news surprise, ted kennedy's old senate seat state went republican january 2010 election massachusetts"
109,5957,7/6/2010,Double Jeopardy!,IN THE DICTIONARY,"$5,000 ","""This word for someone who walks comes from the Latin for """"foot""""""",pedestrian,language,"""IN THE DICTIONARY This word for someone who walks comes from the Latin for """"foot"""" pedestrian""","""in dictionary word someone walks comes latin """"foot"""" pedestrian"""
110,5957,7/6/2010,Double Jeopardy!,SCIENCE CLASS,"$2,000 ",Lava & igneous rock are formed from this hot liquid rock material found under the earth's crust,magma,science,SCIENCE CLASS Lava & igneous rock are formed from this hot liquid rock material found under the earth's crust magma,science class lava & igneous rock formed hot liquid rock material found earth's crust magma
111,5957,7/6/2010,Double Jeopardy!,KIDS IN SPORTS,"$2,000 ",This sport has an under-17 World Cup every 2 years; Haris Seferovic starred for the 2009 champion Switzerland,soccer,sports,KIDS IN SPORTS This sport has an under-17 World Cup every 2 years; Haris Seferovic starred for the 2009 champion Switzerland soccer,kids sports sport under-17 world cup every 2 years; haris seferovic starred 2009 champion switzerland soccer
112,5957,7/6/2010,Double Jeopardy!,JUST THE FACTS,"$2,000 ",He's the older son of Prince Charles and the late Princess Diana,Prince William,people,JUST THE FACTS He's the older son of Prince Charles and the late Princess Diana Prince William,facts older son prince charles late princess diana prince william
113,5957,7/6/2010,Double Jeopardy!,SEE & SAY,"$2,000 ","""Say the name of <a href=""""http://www.j-archive.com/media/2010-07-06_DJ_30.jpg"""" target=""""_blank"""">this</a> man you see shaking hands with the Premier of China""",Ronald Reagan,people,"""SEE & SAY Say the name of <a href=""""http://www.j-archive.com/media/2010-07-06_DJ_30.jpg"""" target=""""_blank"""">this</a> man you see shaking hands with the Premier of China Ronald Reagan""","""see & say say name <a href=""""http://www.j-archive.com/media/2010-07-06_dj_30.jpg"""" target=""""_blank"""">this</a> man see shaking hands premier china ronald reagan"""
114,5957,7/6/2010,Double Jeopardy!,NEWS TO ME,"$2,000 ","""Falcon Heene, who it turned out was safe at home, not flying over Colorado, became known as this """"boy""""""",the balloon boy,culture,"""NEWS TO ME Falcon Heene, who it turned out was safe at home, not flying over Colorado, became known as this """"boy"""" the balloon boy""","""news falcon heene, turned safe home, flying colorado, became known """"boy"""" balloon boy"""
115,5957,7/6/2010,Double Jeopardy!,IN THE DICTIONARY,"$2,000 ","Kayak is an example of this, a word that reads the same forwards & backwards",a palindrome,language,"IN THE DICTIONARY Kayak is an example of this, a word that reads the same forwards & backwards a palindrome","dictionary kayak example this, word reads forwards & backwards palindrome"
116,5957,7/6/2010,Final Jeopardy!,HISTORIC WOMEN,None,"She was born in Virginia around 1596 & died in Kent, England in 1617",Pocahontas,people,"HISTORIC WOMEN She was born in Virginia around 1596 & died in Kent, England in 1617 Pocahontas","historic women born virginia around 1596 & died kent, england 1617 pocahontas"
117,3751,12/18/2000,Jeopardy!,ROYAL FEMALE NICKNAMES,$100 ,"""Prime Minister Tony Blair dubbed her """"The People's Princess""""""",Princess Diana,people,"""ROYAL FEMALE NICKNAMES Prime Minister Tony Blair dubbed her """"The People's Princess"""" Princess Diana""","""royal female nicknames prime minister tony blair dubbed """"the people's princess"""" princess diana"""
118,3751,12/18/2000,Jeopardy!,TV ACTORS & ROLES,$100 ,"""Once Tommy Mullaney on """"L.A. Law"""""," John Spencer now plays White House chief of staff Leo McGarry on this series""",The West Wing,entertainment,entertainment
119,3751,12/18/2000,Jeopardy!,TRAVEL & TOURISM,$100 ,The Cinderella Castle Mystery Tour is a highlight of this Asian city's Disneyland,Tokyo,geography,TRAVEL & TOURISM The Cinderella Castle Mystery Tour is a highlight of this Asian city's Disneyland Tokyo,travel & tourism cinderella castle mystery tour highlight asian city's disneyland tokyo
120,3751,12/18/2000,Jeopardy!,"""""""I"""" LADS""",$100 ,This punk rock hitmaker heard here has had numerous hits on both sides of the Atlantic,Billy Idol,people,"""""""I"""" LADS This punk rock hitmaker heard here has had numerous hits on both sides of the Atlantic Billy Idol""","""""""i"""" lads punk rock hitmaker heard numerous hits sides atlantic billy idol"""
121,3751,12/18/2000,Jeopardy!,FOREWORDS,$100 ,"""""""Conrad begins (and ends) Marlow's journey... on the Thames", on the yawl," Nellie"""""," says the foreword to this novel"""," says foreword novel"""
122,3751,12/18/2000,Jeopardy!,BACKWORDS,$100 ,We'll look smart in these vehicles that returned to London in 1999,Trams (smart),culture,BACKWORDS We'll look smart in these vehicles that returned to London in 1999 Trams (smart),backwords look smart vehicles returned london 1999 trams (smart)
123,3751,12/18/2000,Jeopardy!,ROYAL FEMALE NICKNAMES,$200 ,"""She was """"The Untamed Heifer"""" & """"The Virgin Queen""""""",Elizabeth I,people,"""ROYAL FEMALE NICKNAMES She was """"The Untamed Heifer"""" & """"The Virgin Queen"""" Elizabeth I""","""royal female nicknames """"the untamed heifer"""" & """"the virgin queen"""" elizabeth i"""
124,3751,12/18/2000,Jeopardy!,TV ACTORS & ROLES,$200 ,"""Barbra Streisand knows he played Lt. Col. Bill """"Raider"""" Kelly on """"Pensacola: Wings of Gold""""""",James Brolin,people,"""TV ACTORS & ROLES Barbra Streisand knows he played Lt. Col. Bill """"Raider"""" Kelly on """"Pensacola: Wings of Gold"""" James Brolin""","""tv actors & roles barbra streisand knows played lt. col. bill """"raider"""" kelly """"pensacola: wings gold"""" james brolin"""
125,3751,12/18/2000,Jeopardy!,TRAVEL & TOURISM,$200 ,"The home of silk merchant Jim Thompson, who disappeared in 1967, is a tourist attraction in this Thai city",Bangkok,geography,"TRAVEL & TOURISM The home of silk merchant Jim Thompson, who disappeared in 1967, is a tourist attraction in this Thai city Bangkok","travel & tourism home silk merchant jim thompson, disappeared 1967, tourist attraction thai city bangkok"
126,3751,12/18/2000,Jeopardy!,"""""""I"""" LADS""",$200 ,"Czar at 17, he was famous for extraordinary sadism & cruelty, even as a boy",Ivan the Terrible,people,"""""""I"""" LADS Czar at 17","""""""i"""" lads czar 17"
127,3751,12/18/2000,Jeopardy!,FOREWORDS,$200 ,"""Part 2 """"is Lilliput in reverse"," but...also offers some of"""" his """"fiercest assaults upon the behavior of"""" his countrymen""",Jonathan Swift,people,people
128,3751,12/18/2000,Jeopardy!,BACKWORDS,$200 ,Ed leaves pools of water on the carpet when he comes in from sailing this boat,Sloop (pools),literature,BACKWORDS Ed leaves pools of water on the carpet when he comes in from sailing this boat Sloop (pools),backwords ed leaves pools water carpet comes sailing boat sloop (pools)
